service_id,name,domain,category,integration_type,is_new,endpoint_url,endpoint_method,pay_to,amount,currency,network,networks_csv
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/surf/onchain/schema,GET,,0.02,USDC,eip155:8453,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/surf/market/onchain-indicator,GET,,0.005,USDC,eip155:8453,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/surf/prediction-market/polymarket/markets,GET,,0.001,USDC,eip155:8453,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/surf/social/mindshare,GET,,0.005,USDC,eip155:8453,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/surf/search/web,GET,,0.005,USDC,eip155:8453,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/surf/market/liquidation/chart,GET,,0.005,USDC,eip155:8453,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/surf/project/defi/ranking,GET,,0.001,USDC,eip155:8453,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/surf/prediction-market/polymarket/events,GET,,0.001,USDC,eip155:8453,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/surf/fund/ranking,GET,,0.001,USDC,eip155:8453,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/surf/onchain/bridge/ranking,GET,,0.001,USDC,eip155:8453,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/surf/search/events,GET,,0.005,USDC,eip155:8453,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/surf/market/price,GET,,0.001,USDC,eip155:8453,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/surf/web/fetch,GET,,0.005,USDC,eip155:8453,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/surf/search/social/posts,GET,,0.005,USDC,eip155:8453,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/defillama/prices/coingecko:solana,GET,,0.001,USDC,eip155:8453,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/pm/polymarket/wallets/filter,GET,,0.005,USDC,eip155:8453,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/surf/token/tokenomics,GET,,0.001,USDC,eip155:8453,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/defillama/chains,GET,,0.005,USDC,eip155:8453,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/surf/wallet/labels/batch,GET,,0.005,USDC,eip155:8453,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/surf/wallet/detail,GET,,0.005,USDC,eip155:8453,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/surf/wallet/net-worth,GET,,0.005,USDC,eip155:8453,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/surf/prediction-market/polymarket/positions,GET,,0.005,USDC,eip155:8453,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/surf/wallet/history,GET,,0.005,USDC,eip155:8453,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/surf/prediction-market/polymarket/trades,GET,,0.001,USDC,eip155:8453,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/v1/x/accounts/{username},GET,,,USDC,Base,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/v1/x/search,GET,,,USDC,Base,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/v1/x/tweets/{id},GET,,,USDC,Base,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/modal/sandbox/exec,POST,,0.001,USDC,Base,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/modal/sandbox/status,POST,,0.001,USDC,Base,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/api/v1/modal/sandbox/terminate,POST,,0.001,USDC,Base,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/v1/chat/completions,POST,,,USDC,Base,Base
blockrun-ai,BlockRun.AI,blockrun.ai,Inference,1P,False,https://blockrun.ai/v1/images/generations,POST,,,USDC,Base,Base
public-zapper-xyz,Zapper,public.zapper.xyz,Data,1P,False,https://public.zapper.xyz/x402/token-ranking,POST,,0.0045,USDC,eip155:8453,Base
public-zapper-xyz,Zapper,public.zapper.xyz,Data,1P,False,https://public.zapper.xyz/x402/token-holders,POST,,0.001125,USDC,eip155:8453,Base
public-zapper-xyz,Zapper,public.zapper.xyz,Data,1P,False,https://public.zapper.xyz/x402/transaction-details,POST,,0.001125,USDC,eip155:8453,Base
public-zapper-xyz,Zapper,public.zapper.xyz,Data,1P,False,https://public.zapper.xyz/x402/defi-balances,POST,,0.001125,USDC,eip155:8453,Base
public-zapper-xyz,Zapper,public.zapper.xyz,Data,1P,False,https://public.zapper.xyz/x402/transaction-history,POST,,0.001125,USDC,eip155:8453,Base
public-zapper-xyz,Zapper,public.zapper.xyz,Data,1P,False,https://public.zapper.xyz/x402/portfolio-totals,POST,,0.001875,USDC,eip155:8453,Base
public-zapper-xyz,Zapper,public.zapper.xyz,Data,1P,False,https://public.zapper.xyz/x402/search,POST,,0.0045,USDC,eip155:8453,Base
public-zapper-xyz,Zapper,public.zapper.xyz,Data,1P,False,https://public.zapper.xyz/x402/token-balances,POST,,0.001125,USDC,eip155:8453,Base
public-zapper-xyz,Zapper,public.zapper.xyz,Data,1P,False,https://public.zapper.xyz/x402/general-swap-feed,POST,,0.00375,USDC,eip155:8453,Base
public-zapper-xyz,Zapper,public.zapper.xyz,Data,1P,False,https://public.zapper.xyz/x402/token-activity-feed,POST,,0.00375,USDC,eip155:8453,Base
public-zapper-xyz,Zapper,public.zapper.xyz,Data,1P,False,https://public.zapper.xyz/x402/nft-balances,POST,,0.001125,USDC,eip155:8453,Base
public-zapper-xyz,Zapper,public.zapper.xyz,Data,1P,False,https://public.zapper.xyz/x402/token-price,POST,,0.001125,USDC,eip155:8453,Base
public-zapper-xyz,Zapper,public.zapper.xyz,Data,1P,False,https://public.zapper.xyz/x402/historical-token-price,POST,,0.001125,USDC,eip155:8453,Base
public-zapper-xyz,Zapper,public.zapper.xyz,Data,1P,False,https://public.zapper.xyz/x402/nft-collection-metadata,POST,,0.001125,USDC,eip155:8453,Base
public-zapper-xyz,Zapper,public.zapper.xyz,Data,1P,False,https://public.zapper.xyz/x402/nft-token-metadata,POST,,0.001125,USDC,eip155:8453,Base
public-zapper-xyz,Zapper,public.zapper.xyz,Data,1P,False,https://public.zapper.xyz/x402/account-identity,POST,,0.001125,USDC,eip155:8453,Base
public-zapper-xyz,Zapper,public.zapper.xyz,Data,1P,False,https://public.zapper.xyz/x402/nft-ranking,POST,,0.0045,USDC,eip155:8453,Base
api-slamai-dev,SLAMai,api.slamai.dev,Data,1P,False,https://api.slamai.dev/wallet/trades,,,0.001,USDC,eip155:8453,Base
api-slamai-dev,SLAMai,api.slamai.dev,Data,1P,False,https://api.slamai.dev/wallet/reputation/full,,,0.001,USDC,eip155:8453,Base
api-slamai-dev,SLAMai,api.slamai.dev,Data,1P,False,https://api.slamai.dev/token/price,,,0.001,USDC,eip155:8453,Base
api-slamai-dev,SLAMai,api.slamai.dev,Data,1P,False,https://api.slamai.dev/chain/tokens/trending,,,0.001,USDC,eip155:8453,Base
api-slamai-dev,SLAMai,api.slamai.dev,Data,1P,False,https://api.slamai.dev/chain/tokens/newest,,,0.001585,USDC,eip155:8453,Base
api-slamai-dev,SLAMai,api.slamai.dev,Data,1P,False,https://api.slamai.dev/token/price/exotic,,,0.001,USDC,eip155:8453,Base
www-capminal-ai,Capminal,www.capminal.ai,Data,1P,False,https://www.capminal.ai/api/x402/research,GET,,0.01,USDC,eip155:8453,Base
minifetch-com,Minifetch,minifetch.com,Data,1P,False,https://minifetch.com/api/v1/x402/extract/url-preview,GET,,0.001,USDC,eip155:8453,"Base,Solana"
minifetch-com,Minifetch,minifetch.com,Data,1P,False,https://minifetch.com/api/v1/x402/extract/url-links,GET,,0.002,USDC,eip155:8453,"Base,Solana"
minifetch-com,Minifetch,minifetch.com,Data,1P,False,https://minifetch.com/api/v1/x402/extract/url-content,GET,,0.002,USDC,eip155:8453,"Base,Solana"
minifetch-com,Minifetch,minifetch.com,Data,1P,False,https://minifetch.com/api/v1/x402/extract/url-metadata,GET,,0.002,USDC,eip155:8453,"Base,Solana"
x402-blackswan-wtf,BlackSwan,x402.blackswan.wtf,Data,1P,False,https://x402.blackswan.wtf/smart-agents/flare,POST,,0.01,USDC,eip155:8453,Base
x402-blackswan-wtf,BlackSwan,x402.blackswan.wtf,Data,1P,False,https://x402.blackswan.wtf/smart-agents/core,POST,,0.03,USDC,eip155:8453,Base
x402-blackswan-wtf,BlackSwan,x402.blackswan.wtf,Data,1P,False,https://x402.blackswan.wtf/,GET,,,USDC,Base,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/mlb/schedule,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/mlb/teams,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/mlb/standings,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/mlb/players,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/mlb/player/:player_id,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/mlb/venues,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/mlb/venue-nearby,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/mlb/venue-weather,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nba/schedule,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nba/teams,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nba/standings,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nba/players,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nba/player/:player_id,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nba/venue-nearby,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nba/venue-weather,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/wnba/schedule,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/wnba/teams,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/wnba/standings,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/wnba/players,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/wnba/player/:player_id,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/wnba/venue-nearby,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/wnba/venue-weather,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nhl/schedule,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nhl/teams,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nhl/standings,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nhl/player/:player_id,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nhl/venue-nearby,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nhl/venue-weather,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nfl/scoreboard,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nfl/schedule,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nfl/teams,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nfl/standings,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nfl/game/:event_id,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nfl/venue-nearby,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nfl/venue-weather,GET,,0.001,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/mlb/flights,GET,,0.25,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/mlb/hotels,GET,,0.25,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nba/flights,GET,,0.25,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nba/hotels,GET,,0.25,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/wnba/flights,GET,,0.25,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/wnba/hotels,GET,,0.25,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nhl/flights,GET,,0.25,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nhl/hotels,GET,,0.25,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nfl/flights,GET,,0.25,USDC,eip155:8453,Base
fanfare-run,Fanfare,fanfare.run,Data,3P,False,https://fanfare.run/nfl/hotels,GET,,0.25,USDC,eip155:8453,Base
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/bagcheck/raw,,,0.4,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/flowtrack/raw,,,0.85,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/alphaleaders/raw,,,0.85,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/pixelstats/raw,,,1,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/poolmoves/raw,,,0.6,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/earlybirds/raw,,,0.85,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/pricegaps/raw,,,1,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/topvolume/raw,,,0.4,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/hotshots/raw,,,0.85,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/candles/raw,,,0.25,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/deepdive/raw,,,0.85,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/earlysignals/raw,,,0.6,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/frontrunwatch/raw,,,1,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/top-tokens/raw,,,0.4,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/bscalpha/raw,,,0.6,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/holderconcentration/raw,,,0.4,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/pumpfun-volume/raw,,,0.6,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/liquidityshifts/raw,,,0.6,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/toptraders/raw,,,0.85,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/nftanalytics/raw,,,1,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/polymarket-chain-compare/raw,,,1,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/arbitragescanner/raw,,,1,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/mevdetection/raw,,,1,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/tokensniping/raw,,,0.85,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/bscalpha,,,0.75,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/zora-launches/raw,,,0.6,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/whale-intel/raw,,,0.85,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/investment-report/raw,,,1,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/pumpfun-launches/raw,,,0.6,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/virtual-pools/raw,,,0.4,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/token-sniping/raw,,,0.85,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/smart-money,,,1,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/pumpfun-graduation/raw,,,0.6,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/whale-intel,,,1,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/pumpfun-launches,,,0.75,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/token-sniping,,,1,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/rug-pull-scanner,,,1.15,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/pumpfun-graduation,,,0.75,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/zora-launches,,,0.75,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/zora-volume,,,0.75,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/virtual-pools,,,0.55,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/topvolume,,,0.55,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/ohlcv,,,0.5,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/tokenchart,,,0.4,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/polymarket-chain-compare,,,1.15,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/whaleintel/raw,,,0.85,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/smartmoney/raw,,,0.85,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/whaleintel,,,1,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/smartmoney,,,1,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/top-tokens,,,0.55,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/tokenchart/raw,,,0.25,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/holderconcentration,,,0.55,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/investment-report,,,1.15,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/liquidityshifts,,,0.75,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/wallet-holdings/raw,,,0.4,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/rug-pull-scanner/raw,,,1,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/smart-money/raw,,,0.85,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/zora-volume/raw,,,0.6,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/liquidity-shifts/raw,,,0.6,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/movers/raw,,,0.4,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/latest-pairs/raw,,,0.25,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/dexcapital/raw,,,0.85,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/arbitragescanner,,,1.15,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/einstein/report,,,0.5,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/latest-pairs,,,0.4,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/wallet-holdings,,,0.55,USDC,eip155:8453,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/dexcapital,POST,,1.00,USDC,Base,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/mevdetection,POST,,1.15,USDC,Base,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/pumpfun-volume,POST,,0.75,USDC,Base,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/tokensniping,POST,,1.00,USDC,Base,"Base,Solana"
emc2ai-io,EMC2 AI,emc2ai.io,Data,1P,False,https://emc2ai.io/x402/bitquery/toptraders,POST,,1.00,USDC,Base,"Base,Solana"
